Sentence #,Word,Tag
,say,O
,Bangladesh,B-B.GENE
,has,O
,about,O
,"1,50,000",O
,poultry,O
,farms,O
,",",O
,with,O
,an,O
,annual,O
,turnover,O
,of,O
,$,O
,750,O
,million,O
,.,O
Sentence: 1770,Russia,B-B.GENE
,says,O
,it,O
,agrees,O
,with,O
,the,O
,United,B-B.GENE
,States,I-I.GENE
,that,O
,Iran,B-B.GENE
,must,O
,be,O
,prevented,O
,from,O
,acquiring,O
,nuclear,O
,weapons,O
,",",O
,but,O
,Moscow,B-B.GENE
,sees,O
,no,O
,reason,O
,to,O
,refer,O
,Tehran,B-B.GENE
,to,O
,the,O
,United,B-B.GENE
,Nations,I-I.GENE
,Security,I-I.GENE
,Council,I-I.GENE
,for,O
,possible,O
,sanctions,O
,.,O
Sentence: 1771,Russia,B-B.GENE
,'s,O
,Foreign,B-B.GENE
,Minister,I-I.GENE
,Sergei,I-I.GENE
,Lavrov,I-I.GENE
,made,O
,the,O
,comment,O
,Saturday,B-B.GENE
,",",O
,after,O
,talks,O
,in,O
,Moscow,B-B.GENE
,with,O
,U.S.,B-B.GENE
,Secretary,B-B.GENE
,of,O
,State,B-B.GENE
,Condoleezza,I-I.GENE
,Rice,I-I.GENE
,.,O
Sentence: 1772,Mr.,B-B.GENE
,Lavrov,I-I.GENE
,said,O
,the,O
,issue,O
,should,O
,be,O
,handled,O
,within,O
,the,O
,International,B-B.GENE
,Atomic,I-I.GENE
,Energy,I-I.GENE
,Agency,I-I.GENE
,.,O
Sentence: 1773,But,O
,Secretary,B-B.GENE
,Rice,I-I.GENE
,insisted,O
,that,O
,the,O
,Security,B-B.GENE
,Council,I-I.GENE
,option,O
,remains,O
,open,O
,if,O
,Iran,B-B.GENE
,fails,O
,to,O
,agree,O
,to,O
,negotiations,O
,on,O
,its,O
,nuclear,O
,program,O
,.,O
Sentence: 1774,Iran,B-B.GENE
,denies,O
,U.S.,B-B.GENE
,and,O
,European,O
,accusations,O
,that,O
,it,O
,is,O
,secretly,O
,trying,O
,to,O
,develop,O
,atomic,O
,weapons,O
,.,O
Sentence: 1775,Secretary,B-B.GENE
,Rice,I-I.GENE
,later,O
,met,O
,with,O
,Russian,B-B.GENE
,President,B-B.GENE
,Vladimir,I-I.GENE
,Putin,I-I.GENE
,",",O
,who,O
,praised,O
,the,O
,success,O
,of,O
,her,O
,trip,O
,through,O
,five,O
,Asian,O
,countries,O
,.,O
Sentence: 1776,She,O
,stops,O
,in,O
,Britain,B-B.GENE
,before,O
,returning,O
,home,O
,.,O
Sentence: 1777,The,O
,U.S.,B-B.GENE
,attorney,O
,general,O
,has,O
,defended,O
,the,O
,use,O
,of,O
,sting,O
,operations,O
,against,O
,suspected,O
,terrorists,O
,during,O
,a,O
,speech,O
,to,O
,a,O
,Muslim,O
,rights,O
,group,O
,.,O
Sentence: 1778,Eric,B-B.GENE
,Holder,I-I.GENE
,told,O
,Muslim,B-B.GENE
,Advocates,O
,that,O
,such,O
,operations,O
,are,O
,essential,O
,to,O
,identifying,O
,and,O
,preventing,O
,terror,O
,attacks,O
,on,O
,all,O
,citizens,O
,.,O
Sentence: 1779,The,O
,California-based,O
,group,O
,had,O
,expressed,O
,concern,O
,that,O
,Justice,B-B.GENE
,Department,I-I.GENE
,tactics,O
,bordered,O
,on,O
,entrapment,O
,in,O
,some,O
,cases,O
,.,O
Sentence: 1780,During,O
,his,O
,speech,O
,",",O
,Holder,B-B.GENE
,defended,O
,a,O
,case,O
,last,O
,month,O
,",",O
,in,O
,which,O
,a,O
,Somali-born,O
,man,O
,in,O
,Oregon,B-B.GENE
,was,O
,arrested,O
,after,O
,trying,O
,to,O
,detonate,O
,what,O
,he,O
,thought,O
,was,O
,a,O
,bomb,O
,near,O
,Christmas,B-B.GENE
,tree,O
,lighting,O
,.,O
Sentence: 1781,Undercover,O
,FBI,B-B.GENE
,agents,O
,provided,O
,the,O
,suspect,O
,with,O
,the,O
,fake,O
,bomb,O
,.,O
Sentence: 1782,The,O
,director,O
,of,O
,the,O
,Muslim,B-B.GENE
,Advocates,I-I.GENE
,says,O
,it,O
,still,O
,has,O
,concerns,O
,and,O
,that,O
,fairness,O
,should,O
,be,O
,the,O
,cornerstone,O
,of,O
,each,O
,probe,O
,.,O
Sentence: 1783,Ukraine,B-B.GENE
,'s,O
,foreign,O
,minister,O
,says,O
,the,O
,Commonwealth,B-B.GENE
,of,I-I.GENE
,Independent,I-I.GENE
,States,I-I.GENE
,has,O
,no,O
,future,O
,in,O
,its,O
,present,O
,form,O
,but,O
,indicated,O
,his,O
,country,O
,is,O
,not,O
,planning,O
,to,O
,quit,O
,the,O
,organization,O
,that,O
,groups,O
,12,O
,former,O
,Soviet,O
,republics,O
,.,O
Sentence: 1784,Boris,B-B.GENE
,Tarasyuk,I-I.GENE
,told,O
,reporters,O
,in,O
,Kiev,B-B.GENE
,Tuesday,B-B.GENE
,that,O
,the,O
,commonwealth,O
,",",O
,long,O
,criticized,O
,for,O
,being,O
,dominated,O
,by,O
,Russia,B-B.GENE
,",",O
,has,O
,become,O
,stagnant,O
,.,O
Sentence: 1785,Georgia,B-B.GENE
,has,O
,said,O
,it,O
,is,O
,considering,O
,quitting,O
,the,O
,group,O
,.,O
Sentence: 1786,Ukrainian,B-B.GENE
,authorities,O
,are,O
,currently,O
,preparing,O
,for,O
,a,O
,summit,O
,Monday,B-B.GENE
,of,O
,leaders,O
,from,O
,another,O
,grouping,O
,of,O
,former,O
,Soviet,O
,republics,O
,known,O
,as,O
,GUAM,B-B.GENE
,",",O
,a,O
,group,O
,that,O
,brings,O
,together,O
,Georgia,B-B.GENE
,",",O
,Ukraine,B-B.GENE
,",",O
,Azerbaijan,B-B.GENE
,and,O
,Moldova,B-B.GENE
,.,O
Sentence: 1787,Tarasyuk,B-B.GENE
,says,O
,one,O
,purpose,O
,of,O
,next,O
,week,O
,'s,O
,meeting,O
,is,O
,to,O
,strengthen,O
,and,O
,reorganize,O
,the,O
,smaller,O
,group,O
,",",O
,which,O
,",",O
,he,O
,said,O
,",",O
,could,O
,bring,O
,in,O
,other,O
,countries,O
,.,O
Sentence: 1788,An,O
,Israeli,B-B.GENE
,security,O
,guard,O
,has,O
,shot,O
,dead,O
,a,O
,Palestinian,B-B.GENE
,man,O
,in,O
,Jerusalem,B-B.GENE
,'s,O
,Old,B-B.GENE
,City,I-I.GENE
,after,O
,the,B-B.GENE
,Palestinian,B-B.GENE
,grabbed,O
,a,O
,gun,O
,from,O
,another,O
,Israeli,B-B.GENE
,guard,O
,and,O
,opened,O
,fire,O
,.,O
Sentence: 1789,Israeli,B-B.GENE
,police,O
,say,O
,the,O
,gunfight,O
,Friday,B-B.GENE
,began,O
,when,O
,the,O
,Palestinian,B-B.GENE
,snatched,O
,a,O
,gun,O
,from,O
,an,O
,Israeli,B-B.GENE
,guard,O
,outside,O
,a,O
,Jewish,O
,seminary,O
,in,O
,the,B-B.GENE
,Old,I-I.GENE
,City,I-I.GENE
,'s,O
,Christian,B-B.GENE
,quarter,I-I.GENE
,.,O
Sentence: 1790,They,O
,say,O
,the,O
,attacker,O
,",",O
,roughly,O
,20,O
,years,O
,old,O
,",",O
,shot,O
,and,O
,wounded,O
,the,O
,guard,O
,and,O
,fled,O
,.,O
Sentence: 1791,Another,O
,Israeli,B-B.GENE
,guard,O
,chased,O
,the,O
,Palestinian,B-B.GENE
,and,O
,shot,O
,him,O
,dead,O
,after,O
,a,O
,brief,O
,exchange,O
,of,O
,fire,O
,.,O
Sentence: 1792,Ten,O
,bystanders,O
,also,O
,were,O
,wounded,O
,by,O
,the,O
,gunfire,O
,.,O
Sentence: 1793,Several,O
,witnesses,O
,say,O
,the,O
,Israeli,B-B.GENE
,guard,O
,kept,O
,shooting,O
,after,O
,the,O
,attacker,O
,fell,O
,to,O
,the,O
,ground,O
,.,O
Sentence: 1794,Israeli,B-B.GENE
,police,O
,say,O
,the,O
,security,O
,guard,O
,acted,O
,appropriately,O
,in,O
,response,O
,to,O
,a,O
,terrorist,O
,incident,O
,.,O
Sentence: 1795,In,O
,May,B-B.GENE
,",",O
,Israeli,B-B.GENE
,security,O
,forces,O
,killed,O
,two,O
,Palestinian,B-B.GENE
,gunmen,O
,who,O
,opened,O
,fire,O
,in,O
,an,O
,Arab,B-B.GENE
,neighborhood,O
,of,O
,East,B-B.GENE
,Jerusalem,I-I.GENE
,.,O
Sentence: 1796,Two,O
,Israeli,B-B.GENE
,officers,O
,were,O
,wounded,O
,in,O
,that,O
,attack,O
,.,O
Sentence: 1797,The,O
,former,O
,U.S.,B-B.GENE
,administrator,O
,for,O
,Iraq,B-B.GENE
,has,O
,praised,O
,Sunday,B-B.GENE
,'s,O
,election,O
,as,O
,a,O
,victory,O
,for,O
,democracy,O
,",",O
,and,O
,says,O
,it,O
,has,O
,proved,O
,skeptics,O
,wrong,O
,.,O
Sentence: 1798,Speaking,O
,on,O
,American,B-B.GENE
,television,O
,(,O
,NBC,B-B.GENE
,'s,O
,Today,B-B.GENE
,Show,O
,),O
,Monday,B-B.GENE
,",",O
,Paul,B-B.GENE
,Bremer,I-I.GENE
,said,O
,the,O
,election,O
,was,O
,a,O
,great,O
,victory,O
,for,O
,the,O
,Iraqi,B-B.GENE
,people,O
,",",O
,for,O
,democracy,O
,and,O
,for,O
,President,B-B.GENE
,Bush,I-I.GENE
,'s,O
,message,O
,of,O
,freedom,O
,.,O
Sentence: 1799,Mr.,B-B.GENE
,Bremer,I-I.GENE
,said,O
,it,O
,is,O
,a,O
,mark,O
,of,O
,the,O
,resilience,O
,and,O
,courage,O
,of,O
,the,O
,Iraqi,B-B.GENE
,people,O
,that,O
,they,O
,have,O
,come,O
,this,O
,far,O
,.,O
Sentence: 1800,But,O
,he,O
,added,O
,that,O
,despite,O
,the,O
,apparent,O
,success,O
,of,O
,the,O
,vote,O
,",",O
,he,O
,expects,O
,more,O
,violence,O
,ahead,O
,.,O
Sentence: 1801,Mr.,B-B.GENE
,Bremer,I-I.GENE
,also,O
,expressed,O
,optimism,O
,that,O
,Iraq,B-B.GENE
,would,O
,not,O
,fracture,O
,along,O
,ethnic,O
,and,O
,religious,O
,lines,O
,",",O
,and,O
,that,O
,the,O
,Sunni,B-B.GENE
,minority,O
,",",O
,which,O
,appears,O
,to,O
,have,O
,largely,O
,boycotted,O
,the,O
,vote,O
,",",O
,would,O
,have,O
,a,O
,voice,O
,in,O
,the,O
,new,O
,government,O
,.,O
Sentence: 1802,Security,O
,sources,O
,in,O
,Yemen,B-B.GENE
,say,O
,tribesmen,O
,have,O
,blown,O
,up,O
,an,O
,oil,O
,pipeline,O
,in,O
,retaliation,O
,for,O
,raids,O
,targeting,O
,al-Qaida,B-B.GENE
,sympathizers,O
,.,O
Sentence: 1803,Officials,O
,say,O
,tribesman,O
,in,O
,eastern,B-B.GENE
,Maarib,I-I.GENE
,province,O
,sabotaged,O
,the,O
,pipeline,O
,Saturday,B-B.GENE
,",",O
,after,O
,government,O
,forces,O
,raided,O
,the,O
,homes,O
,of,O
,tribal,O
,leaders,O
,thought,O
,to,O
,be,O
,harboring,O
,al-Qaida,B-B.GENE
,operatives,O
,.,O
Sentence: 1804,On,O
,Wednesday,B-B.GENE
,",",O
,more,O
,than,O
,20,O
,people,O
,were,O
,wounded,O
,when,O
,security,O
,forces,O
,clashed,O
,with,O
,tribesmen,O
,in,O
,eastern,B-B.GENE
,Yemen,I-I.GENE
,during,O
,the,O
,operation,O
,to,O
,apprehend,O
,Hassan,B-B.GENE
,al-Aqili,I-I.GENE
,.,O
Sentence: 1805,Aqili,B-B.GENE
,is,O
,wanted,O
,for,O
,the,O
,death,O
,of,O
,a,O
,senior,O
,army,O
,officer,O
,",",O
,killed,O
,in,O
,an,O
,ambush,O
,last,O
,Saturday,B-B.GENE
,.,O
Sentence: 1806,Reigning,O
,champion,O
,Canada,B-B.GENE
,defeated,O
,Italy,B-B.GENE
,",",O
,07-Feb,O
,",",O
,while,O
,Sweden,B-B.GENE
,defeated,O
,Kazakhstan,B-B.GENE
,",",O
,07-Feb,O
,",",O
,in,O
,first-round,O
,action,O
,at,O
,the,O
,Olympic,B-B.GENE
,men,O
,'s,O
,ice,O
,hockey,O
,tournament,O
,in,O
,Turin,B-B.GENE
,.,O
Sentence: 1807,Canada,B-B.GENE
,scored,O
,five,O
,consecutive,O
,goals,O
,in,O
,the,O
,second,O
,period,O
,after,O
,Italy,B-B.GENE
,had,O
,tied,O
,the,O
,Group-A,B-B.GENE
,game,O
,01-Jan,O
,.,O
,Jarome,B-B.GENE
,Iginla,I-I.GENE
,",",O
,Dany,B-B.GENE
,Heatley,I-I.GENE
,",",O
,Shane,B-B.GENE
,Doan,I-I.GENE
,",",O
,Martin,B-B.GENE
,St.,I-I.GENE
,Louis,I-I.GENE
,and,O
,Brad,B-B.GENE
,Richards,I-I.GENE
,all,O
,scored,O
,for,O
,Canada,B-B.GENE
,.,O
Sentence: 1808,Meanwhile,O
,in,O
,Group-B,B-B.GENE
,",",O
,Daniel,B-B.GENE
,Tjarnqvist,I-I.GENE
,scored,O
,twice,O
,while,O
,brothers,O
,Daniel,B-B.GENE
,and,O
,Henrik,B-B.GENE
,Sedin,I-I.GENE
,had,O
,one,O
,goal,O
,each,O
,to,O
,lead,O
,Sweden,B-B.GENE
,past,O
,Kazakhstan,B-B.GENE
,in,O
,their,O
,first-round,O
,game,O
,.,O
Sentence: 1809,Later,O
,games,O
,have,O
,Finland,B-B.GENE
,against,O
,Switzerland,B-B.GENE
,",",O
,Germany,B-B.GENE
,playing,O
,the,O
,Czech,B-B.GENE
,Republic,I-I.GENE
,",",O
,Russia,B-B.GENE
,taking,O
,on,O
,Slovakia,B-B.GENE
,",",O
,and,O
,the,O
,United,B-B.GENE
,States,I-I.GENE
,against,O
,Latvia,B-B.GENE
,.,O
Sentence: 1810,China,B-B.GENE
,says,O
,it,O
,will,O
,deploy,O
,unmanned,O
,aircraft,O
,or,O
,drones,O
,over,O
,its,O
,Olympic,O
,sailing,O
,venue,O
,in,O
,the,O
,coastal,O
,city,O
,of,O
,Qingdao,B-B.GENE
,during,O
,the,O
,Beijing,B-B.GENE
,Games,I-I.GENE
,to,O
,watch,O
,for,O
,suspicious,O
,activities,O
,.,O
Sentence: 1811,The,O
,state-run,O
,Xinhua,B-B.GENE
,news,O
,agency,O
,says,O
,police,O
,tested,O
,one,O
,of,O
,the,O
,drones,O
,Friday,B-B.GENE
,during,O
,a,O
,drill,O
,in,O
,the,O
,Shandong,B-B.GENE
,provincial,O
,capital,O
,of,O
,Jinan,B-B.GENE
,",",O
,not,O
,far,O
,from,O
,Qingdao,B-B.GENE
,.,O
Sentence: 1812,Reports,O
,say,O
,it,O
,is,O
,the,O
,first,O
,time,O
,that,O
,China,B-B.GENE
,has,O
,used,O
,the,O
,unmanned,O
,",",O
,low-flying,O
,reconnaissance,O
,aircraft,O
,.,O
Sentence: 1813,Xinhua,B-B.GENE
,says,O
,the,O
,drones,O
,will,O
,scout,O
,out,O
,suspicious,O
,activity,O
,and,O
,transmit,O
,photos,O
,and,O
,video,O
,back,O
,to,O
,a,O
,command,O
,station,O
,.,O
Sentence: 1814,It,O
,did,O
,not,O
,say,O
,what,O
,threats,O
,the,O
,sailing,O
,event,O
,could,O
,face,O
,.,O
Sentence: 1815,China,B-B.GENE
,has,O
,said,O
,terrorism,O
,is,O
,the,O
,biggest,O
,threat,O
,to,O
,the,O
,Beijing,B-B.GENE
,games,O
,and,O
,already,O
,claims,O
,to,O
,have,O
,foiled,O
,terrorist,O
,plots,O
,targeting,O
,athletes,O
,and,O
,foreigners,O
,during,O
,the,O
,Olympics,O
,.,O
Sentence: 1816,Iran,B-B.GENE
,'s,O
,chief,O
,religious,O
,leader,O
,is,O
,urging,O
,Arab,B-B.GENE
,nations,O
,to,O
,boycott,O
,an,O
,upcoming,O
,U.S.-hosted,O
,peace,O
,conference,O
,.,O
Sentence: 1817,Supreme,O
,Leader,O
,Ayatollah,B-B.GENE
,Ali,I-I.GENE
,Khamenei,I-I.GENE
,issued,O
,the,O
,call,O
,Saturday,B-B.GENE
,during,O
,a,O
,sermon,O
,in,O
,Tehran,B-B.GENE
,.,O
Sentence: 1818,The,O
,conference,O
,next,O
,month,O
,is,O
,aimed,O
,at,O
,resolving,O
,the,O
,issue,O
,of,O
,Palestinian,B-B.GENE
,statehood,O
,",",O
,but,O
,Ayatollah,B-B.GENE
,Khamenei,I-I.GENE
,says,O
,the,O
,real,O
,goal,O
,is,O
,to,O
,prop,O
,up,O
,Israel,B-B.GENE
,",",O
,which,O
,he,O
,called,O
,the,O
,"""",O
,Zionist,O
,regime,O
,.,O
,"""",O
Sentence: 1819,The,O
,cleric,O
,says,O
,previous,O
,peace,O
,conferences,O
,have,O
,been,O
,at,O
,the,O
,expense,O
,of,O
,the,O
,Palestinian,B-B.GENE
,people,O
,.,O
Sentence: 1820,He,O
,questioned,O
,the,O
,need,O
,for,O
,Arab,B-B.GENE
,states,O
,to,O
,attend,O
,the,O
,forum,O
,",",O
,since,O
,the,O
,Palestinians,B-B.GENE
,themselves,O
,are,O
,not,O
,taking,O
,part,O
,.,O
Sentence: 1821,He,O
,did,O
,not,O
,mention,O
,talks,O
,between,O
,Israeli,B-B.GENE
,Prime,B-B.GENE
,Minister,I-I.GENE
,Ehud,I-I.GENE
,Olmert,I-I.GENE
,and,O
,Palestinian,B-B.GENE
,President,B-B.GENE
,Mahmoud,I-I.GENE
,Abbas,I-I.GENE
,",",O
,preparing,O
,for,O
,the,O
,conference,O
,.,O
Sentence: 1822,In,O
,Saturday,B-B.GENE
,'s,O
,sermon,O
,",",O
,the,O
,ayatollah,O
,also,O
,blamed,O
,the,O
,United,B-B.GENE
,States,I-I.GENE
,for,O
,the,O
,chaos,O
,in,O
,Iraq,B-B.GENE
,.,O
Sentence: 1823,Police,O
,in,O
,Afghanistan,B-B.GENE
,say,O
,Afghan,B-B.GENE
,and,O
,NATO,B-B.GENE
,forces,O
,have,O
,killed,O
,18,O
,Taleban,B-B.GENE
,rebels,O
,in,O
,clashes,O
,in,O
,the,O
,country,O
,'s,O
,volatile,O
,southern,O
,region,O
,.,O
Sentence: 1824,The,O
,fighting,O
,took,O
,place,O
,Tuesday,B-B.GENE
,near,O
,the,O
,village,O
,of,O
,Garmser,B-B.GENE
,in,O
,Helmand,B-B.GENE
,province,O
,.,O
Sentence: 1825,There,O
,were,O
,no,O
,casualties,O
,reported,O
,among,O
,the,O
,NATO,B-B.GENE
,and,O
,Afghan,B-B.GENE
,troops,O
,.,O
Sentence: 1826,Also,O
,on,O
,Tuesday,B-B.GENE
,",",O
,three,O
,British,B-B.GENE
,soldiers,O
,were,O
,killed,O
,in,O
,the,O
,same,O
,province,O
,when,O
,suspected,O
,Taleban,B-B.GENE
,insurgents,O
,ambushed,O
,a,O
,NATO,B-B.GENE
,patrol,O
,.,O
Sentence: 1827,NATO,B-B.GENE
,took,O
,over,O
,security,O
,operations,O
,this,O
,week,O
,from,O
,U.S.-led,O
,coalition,O
,forces,O
,in,O
,six,O
,southern,O
,Afghan,B-B.GENE
,provinces,O
,.,O
Sentence: 1828,A,O
,car,O
,exploded,O
,just,O
,outside,O
,Afghanistan,B-B.GENE
,'s,O
,capital,O
,",",O
,Kabul,B-B.GENE
,",",O
,killing,O
,one,O
,person,O
,in,O
,the,O
,vehicle,O
,Wednesday,B-B.GENE
,",",O
,and,O
,wounding,O
,at,O
,least,O
,two,O
,others,O
,.,O
Sentence: 1829,Police,O
,say,O
,they,O
,are,O
,not,O
,sure,O
,if,O
,the,O
,blast,O
,was,O
,a,O
,suicide,O
,attack,O
,.,O
Sentence: 1830,At,O
,least,O
,one,O
,of,O
,the,O
,people,O
,injured,O
,was,O
,in,O
,the,O
,vehicle,O
,at,O
,the,O
,time,O
,of,O
,the,O
,explosion,O
,.,O
Sentence: 1831,Colombian,B-B.GENE
,authorities,O
,say,O
,leftist,O
,rebels,O
,have,O
,attacked,O
,a,O
,military,O
,convoy,O
,in,O
,southern,O
,Colombia,B-B.GENE
,with,O
,explosives,O
,",",O
,killing,O
,10,O
,servicemen,O
,.,O
Sentence: 1832,A,O
,military,O
,commander,O
,says,O
,the,O
,attack,O
,was,O
,carried,O
,out,O
,by,O
,the,O
,Revolutionary,B-B.GENE
,Armed,I-I.GENE
,Forces,O
,of,O
,Colombia,B-B.GENE
,(,O
,FARC,B-B.GENE
,),O
,in,O
,Putumayo,B-B.GENE
,state,O
,",",O
,one,O
,of,O
,Colombia,B-B.GENE
,'s,O
,biggest,O
,cocaine-producing,O
,regions,O
,.,O
Sentence: 1833,The,O
,FARC,B-B.GENE
,",",O
,along,O
,with,O
,a,O
,smaller,O
,rebel,O
,group,O
,and,O
,rightist,O
,paramilitaries,O
,",",O
,is,O
,locked,O
,in,O
,a,O
,long-running,O
,war,O
,with,O
,the,O
,government,O
,that,O
,leaves,O
,thousands,O
,of,O
,people,O
,dead,O
,each,B-B.GENE
,year,O
,.,O
Sentence: 1834,Self-sufficient,O
,Gibraltar,B-B.GENE
,benefits,O
,from,O
,an,O
,extensive,O
,shipping,O
,trade,O
,",",O
,offshore,O
,banking,O
,",",O
,and,O
,its,O
,position,O
,as,O
,an,O
,international,O
,conference,O
,center,O
,.,O
Sentence: 1835,Tax,O
,rates,O
,are,O
,low,O
,to,O
,attract,O
,foreign,O
,investment,O
,.,O
Sentence: 1836,The,O
,British,B-B.GENE
,military,O
,presence,O
,has,O
,been,O
,sharply,O
,reduced,O
,and,O
,now,O
,contributes,O
,about,O
,7,O
,%,O
,to,O
,the,O
,local,O
,economy,O
,",",O
,compared,O
,with,O
,60,O
,%,O
,in,O
,1984,B-B.GENE
,.,O
Sentence: 1837,The,O
,financial,O
,sector,O
,",",O
,tourism,O
,(,O
,almost,O
,5,O
,million,O
,visitors,O
,in,O
,1998,B-B.GENE
,),O
,",",O
,gaming,O
,revenues,O
,",",O
,shipping,O
,services,O
,fees,O
,",",O
,and,O
,duties,O
,on,O
,consumer,O
,goods,O
,also,O
,generate,O
,revenue,O
,.,O
Sentence: 1838,The,O
,financial,O
,sector,O
,",",O
,tourism,O
,",",O
,and,O
,the,O
,shipping,O
,sector,O
,contribute,O
,30,O
,%,O
,",",O
,30,O
,%,O
,",",O
,and,O
,25,O
,%,O
,",",O
,respectively,O
,",",O
,of,O
,GDP,O
,.,O
Sentence: 1839,Telecommunications,O
,",",O
,e-commerce,B-B.GENE
,",",O
,and,O
,e-gaming,O
,account,O
,for,O
,the,O
,remaining,O
,15,O
,%,O
,.,O
Sentence: 1840,In,O
,recent,B-B.GENE
,years,O
,",",O
,Gibraltar,B-B.GENE
,has,O
,seen,O
,major,O
,structural,O
,change,O
,from,O
,a,O
,public,O
,to,O
,a,O
,private,O
,sector,O
,economy,O
,",",O
,but,O
,changes,O
,in,O
,government,O
,spending,O
,still,O
,have,O
,a,O
,major,O
,impact,O
,on,O
,the,O
,level,O
,of,O
,employment,O
,.,O
Sentence: 1841,Poland,B-B.GENE
,is,O
,an,O
,ancient,O
,nation,O
,that,O
,was,O
,conceived,O
,near,O
,the,O
,middle,O
,of,O
,the,O
,10th,B-B.GENE
,century,I-I.GENE
,.,O
Sentence: 1842,Its,O
,golden,O
,age,O
,occurred,O
,in,O
,the,O
,16th,B-B.GENE
,century,I-I.GENE
,.,O
Sentence: 1843,During,O
,the,O
,following,O
,century,O
,",",O
,the,O
,strengthening,O
,of,O
,the,O
,gentry,O
,and,O
,internal,O
,disorders,O
,weakened,O
,the,O
,nation,O
,.,O
Sentence: 1844,In,O
,a,O
,series,O
,of,O
,agreements,O
,between,B-B.GENE
,1772,I-I.GENE
,and,I-I.GENE
,1795,I-I.GENE
,",",O
,Russia,B-B.GENE
,",",O
,Prussia,B-B.GENE
,",",O
,and,O
,Austria,B-B.GENE
,partitioned,O
,Poland,B-B.GENE
,among,O
,themselves,O
,.,O
Sentence: 1845,Poland,B-B.GENE
,regained,O
,its,O
,independence,O
,in,O
,1918,B-B.GENE
,only,O
,to,O
,be,O
,overrun,O
,by,O
,Germany,B-B.GENE
,and,O
,the,O
,Soviet,B-B.GENE
,Union,I-I.GENE
,in,O
,World,O
,War,O
,II,B-B.GENE
,.,O
Sentence: 1846,It,O
,became,O
,a,O
,Soviet,O
,satellite,O
,state,O
,following,O
,the,O
,war,O
,",",O
,but,O
,its,O
,government,O
,was,O
,comparatively,O
,tolerant,O
,and,O
,progressive,O
,.,O
Sentence: 1847,Labor,O
,turmoil,O
,in,O
,1980,B-B.GENE
,led,O
,to,O
,the,O
,formation,O
,of,O
,the,O
,independent,O
,trade,O
,union,O
,"""",O
,Solidarity,O
,"""",O
,that,O
,over,O
,time,O
,became,O
,a,O
,political,O
,force,O
,and,O
,by,O
,1990,B-B.GENE
,had,O
,swept,O
,parliamentary,O
,elections,O
,and,O
,the,O
,presidency,O
,.,O
Sentence: 1848,A,O
,"""",O
,shock,O
,therapy,O
,"""",O
,program,O
,during,O
,the,O
,early,O
,1990s,B-B.GENE
,enabled,O
,the,O
,country,O
,to,O
,transform,O
,its,O
,economy,O
,into,O
,one,O
,of,O
,the,O
,most,O
,robust,O
,in,O
,Central,B-B.GENE
,Europe,I-I.GENE
,",",O
,but,O
,Poland,B-B.GENE
,still,O
,faces,O
,the,O
,lingering,O
,challenges,O
,of,O
,high,O
,unemployment,O
,",",O
,underdeveloped,O
,and,O
,dilapidated,O
,infrastructure,O
,",",O
,and,O
,a,O
,poor,O
,rural,O
,underclass,O
,.,O
Sentence: 1849,Poland,B-B.GENE
,joined,O
,NATO,B-B.GENE
,in,O
,1999,B-B.GENE
,and,O
,the,O
,European,B-B.GENE
,Union,I-I.GENE
,in,O
,2004,B-B.GENE
,.,O
Sentence: 1850,With,O
,its,O
,transformation,O
,to,O
,a,O
,democratic,O
,",",O
,market-oriented,O
,country,O
,largely,O
,completed,O
,",",O
,Poland,B-B.GENE
,is,O
,an,O
,increasingly,O
,active,O
,member,O
,of,O
,Euro-Atlantic,O
,organizations,O
,.,O
Sentence: 1851,This,O
,thoroughly,O
,modern,O
,market,O
,economy,O
,features,O
,a,O
,high-tech,O
,agricultural,O
,sector,O
,",",O
,state-of-the-art,O
,industry,O
,with,O
,world-leading,O
,firms,O
,in,O
,pharmaceuticals,O
,",",O
,maritime,O
,shipping,O
,and,O
,renewable,O
,energy,O
,",",O
,and,O
,a,O
,high,O
,dependence,O
,on,O
,foreign,O
,trade,O
,.,O
Sentence: 1852,Denmark,B-B.GENE
,is,O
,a,O
,member,O
,of,O
,the,O
,European,B-B.GENE
,Union,I-I.GENE
,(,O
,EU,B-B.GENE
,),O
,;,O
,Danish,B-B.GENE
,legislation,O
,and,O
,regulations,O
,conform,O
,to,O
,EU,B-B.GENE
,standards,O
,on,O
,almost,O
,all,O
,issues,O
,.,O
Sentence: 1853,Danes,B-B.GENE
,enjoy,O
,among,O
,the,O
,highest,O
,standards,O
,of,O
,living,O
,in,O
,the,O
,world,O
,and,O
,the,O
,Danish,B-B.GENE
,economy,O
,is,O
,characterized,O
,by,O
,extensive,O
,government,O
,welfare,O
,measures,O
,and,O
,an,O
,equitable,O
,distribution,O
,of,O
,income,O
,.,O
Sentence: 1854,Denmark,B-B.GENE
,is,O
,a,O
,net,O
,exporter,O
,of,O
,food,O
,and,O
,energy,O
,and,O
,enjoys,O
,a,O
,comfortable,O
,balance,O
,of,O
,payments,O
,surplus,O
,",",O
,but,O
,depends,O
,on,O
,imports,O
,of,O
,raw,O
,materials,O
,for,O
,the,O
,manufacturing,O
,sector,O
,.,O
Sentence: 1855,Within,O
,the,O
,EU,B-B.GENE
,",",O
,Denmark,B-B.GENE
,is,O
,among,O
,the,O
,strongest,O
,supporters,O
,of,O
,trade,O
